"Dataset:","LGBTI","","","","","",""
"Belgium","All","All","DEXa14","How old were you when you first told somebody you are LGB?","18-24y.o.","38",""
"Belgium","All","All","DEXa14","How old were you when you first told somebody you are LGB?","25-34y.o.","14",""
"Belgium","All","All","DEXa14","How old were you when you first told somebody you are LGB?","35-54y.o.","7",""
"Belgium","All","All","DEXa14","How old were you when you first told somebody you are LGB?","55y.o. or more","0",""
"Belgium","All","All","DEXa14","How old were you when you first told somebody you are LGB?","Dont know","0",""
"Bulgaria","All","All","DEXa14","How old were you when you first told somebody you are LGB?","Have not told anybody","14",""
"Bulgaria","All","All","DEXa14","How old were you when you first told somebody you are LGB?","5y.o. or less","0",""
"Bulgaria","All","All","DEXa14","How old were you when you first told somebody you are LGB?","6-9y.o.","1",""
"Bulgaria","All","All","DEXa14","How old were you when you first told somebody you are LGB?","10-14y.o.","16",""
"Bulgaria","All","All","DEXa14","How old were you when you first told somebody you are LGB?","15-17y.o.","27",""
"Bulgaria","All","All","DEXa14","How old were you when you first told somebody you are LGB?","18-24y.o.","31",""
"Bulgaria","All","All","DEXa14","How old were you when you first told somebody you are LGB?","25-34y.o.","10",""
"Bulgaria","All","All","DEXa14","How old were you when you first told somebody you are LGB?","35-54y.o.","2",""
"Bulgaria","All","All","DEXa14","How old were you when you first told somebody you are LGB?","55y.o. or more","0",""
"Bulgaria","All","All","DEXa14","How old were you when you first told somebody you are LGB?","Dont know","0",""
"Cyprus","All","All","DEXa14","How old were you when you first told somebody you are LGB?","Have not told anybody","9",""
"Cyprus","All","All","DEXa14","How old were you when you first told somebody you are LGB?","5y.o. or less","0",""
"Cyprus","All","All","DEXa14","How old were you when you first told somebody you are LGB?","6-9y.o.","0",""
"Cyprus","All","All","DEXa14","How old were you when you first told somebody you are LGB?","10-14y.o.","11",""
"Cyprus","All","All","DEXa14","How old were you when you first told somebody you are LGB?","15-17y.o.","26",""
"Cyprus","All","All","DEXa14","How old were you when you first told somebody you are LGB?","18-24y.o.","38",""
"Cyprus","All","All","DEXa14","How old were you when you first told somebody you are LGB?","25-34y.o.","13",""
"Cyprus","All","All","DEXa14","How old were you when you first told somebody you are LGB?","35-54y.o.","3",""
"Cyprus","All","All","DEXa14","How old were you when you first told somebody you are LGB?","55y.o. or more","0",""
"Cyprus","All","All","DEXa14","How old were you when you first told somebody you are LGB?","Dont know","0",""
"Czechia","All","All","DEXa14","How old were you when you first told somebody you are LGB?","Have not told anybody","11",""
"Czechia","All","All","DEXa14","How old were you when you first told somebody you are LGB?","5y.o. or less","0",""
"Czechia","All","All","DEXa14","How old were you when you first told somebody you are LGB?","6-9y.o.","0",""
"Czechia","All","All","DEXa14","How old were you when you first told somebody you are LGB?","10-14y.o.","13",""
"Czechia","All","All","DEXa14","How old were you when you first told somebody you are LGB?","15-17y.o.","31",""
"Czechia","All","All","DEXa14","How old were you when you first told somebody you are LGB?","18-24y.o.","30",""
"Czechia","All","All","DEXa14","How old were you when you first told somebody you are LGB?","25-34y.o.","11",""
"Czechia","All","All","DEXa14","How old were you when you first told somebody you are LGB?","35-54y.o.","5",""
"Czechia","All","All","DEXa14","How old were you when you first told somebody you are LGB?","55y.o. or more","0",""
"Czechia","All","All","DEXa14","How old were you when you first told somebody you are LGB?","Dont know","0",""
"Germany","All","All","DEXa14","How old were you when you first told somebody you are LGB?","Have not told anybody","9",""
"Germany","All","All","DEXa14","How old were you when you first told somebody you are LGB?","5y.o. or less","0",""
"Germany","All","All","DEXa14","How old were you when you first told somebody you are LGB?","6-9y.o.","0",""
"Germany","All","All","DEXa14","How old were you when you first told somebody you are LGB?","10-14y.o.","10",""
"Germany","All","All","DEXa14","How old were you when you first told somebody you are LGB?","15-17y.o.","24",""
"Germany","All","All","DEXa14","How old were you when you first told somebody you are LGB?","18-24y.o.","37",""
"Germany","All","All","DEXa14","How old were you when you first told somebody you are LGB?","25-34y.o.","13",""
"Germany","All","All","DEXa14","How old were you when you first told somebody you are LGB?","35-54y.o.","6",""
"Germany","All","All","DEXa14","How old were you when you first told somebody you are LGB?","55y.o. or more","0",""
"Germany","All","All","DEXa14","How old were you when you first told somebody you are LGB?","Dont know","0",""
"Denmark","All","All","DEXa14","How old were you when you first told somebody you are LGB?","Have not told anybody","6",""
"Denmark","All","All","DEXa14","How old were you when you first told somebody you are LGB?","5y.o. or less","0",""
"Denmark","All","All","DEXa14","How old were you when you first told somebody you are LGB?","6-9y.o.","0",""
"Denmark","All","All","DEXa14","How old were you when you first told somebody you are LGB?","10-14y.o.","10",""
"Denmark","All","All","DEXa14","How old were you when you first told somebody you are LGB?","15-17y.o.","25",""
"Denmark","All","All","DEXa14","How old were you when you first told somebody you are LGB?","18-24y.o.","39",""
"Denmark","All","All","DEXa14","How old were you when you first told somebody you are LGB?","25-34y.o.","13",""
"Denmark","All","All","DEXa14","How old were you when you first told somebody you are LGB?","35-54y.o.","5",""
"Denmark","All","All","DEXa14","How old were you when you first told somebody you are LGB?","55y.o. or more","1",""
"Denmark","All","All","DEXa14","How old were you when you first told somebody you are LGB?","Dont know","0",""
"Estonia","All","All","DEXa14","How old were you when you first told somebody you are LGB?","Have not told anybody","10",""
"Estonia","All","All","DEXa14","How old were you when you first told somebody you are LGB?","5y.o. or less","0",""
"Estonia","All","All","DEXa14","How old were you when you first told somebody you are LGB?","6-9y.o.","0",""
"Estonia","All","All","DEXa14","How old were you when you first told somebody you are LGB?","10-14y.o.","19",""
"Estonia","All","All","DEXa14","How old were you when you first told somebody you are LGB?","15-17y.o.","31",""
"Estonia","All","All","DEXa14","How old were you when you first told somebody you are LGB?","18-24y.o.","31",""
"Estonia","All","All","DEXa14","How old were you when you first told somebody you are LGB?","25-34y.o.","7",""
"Estonia","All","All","DEXa14","How old were you when you first told somebody you are LGB?","35-54y.o.","1",""
"Estonia","All","All","DEXa14","How old were you when you first told somebody you are LGB?","55y.o. or more","0",""
"Estonia","All","All","DEXa14","How old were you when you first told somebody you are LGB?","Dont know","0",""
"Greece","All","All","DEXa14","How old were you when you first told somebody you are LGB?","Have not told anybody","8",""
"Greece","All","All","DEXa14","How old were you when you first told somebody you are LGB?","5y.o. or less","0",""
"Greece","All","All","DEXa14","How old were you when you first told somebody you are LGB?","6-9y.o.","0",""
"Greece","All","All","DEXa14","How old were you when you first told somebody you are LGB?","10-14y.o.","11",""
"Greece","All","All","DEXa14","How old were you when you first told somebody you are LGB?","15-17y.o.","24",""
"Greece","All","All","DEXa14","How old were you when you first told somebody you are LGB?","18-24y.o.","34",""
"Greece","All","All","DEXa14","How old were you when you first told somebody you are LGB?","25-34y.o.","17",""
"Greece","All","All","DEXa14","How old were you when you first told somebody you are LGB?","35-54y.o.","5",""
"Greece","All","All","DEXa14","How old were you when you first told somebody you are LGB?","55y.o. or more","0",""
"Greece","All","All","DEXa14","How old were you when you first told somebody you are LGB?","Dont know","0",""
"Spain","All","All","DEXa14","How old were you when you first told somebody you are LGB?","Have not told anybody","6",""
"Spain","All","All","DEXa14","How old were you when you first told somebody you are LGB?","5y.o. or less","0",""
"Spain","All","All","DEXa14","How old were you when you first told somebody you are LGB?","6-9y.o.","0",""
"Spain","All","All","DEXa14","How old were you when you first told somebody you are LGB?","10-14y.o.","12",""
"Spain","All","All","DEXa14","How old were you when you first told somebody you are LGB?","15-17y.o.","27",""
"Spain","All","All","DEXa14","How old were you when you first told somebody you are LGB?","18-24y.o.","36",""
